OBJECTID,STOPNAME,TRAPEZESTOPABBR,RUCUSSTOPABBR,STOPID,LATITUDE,LONGITUDE,ACCESSIBILITYMASK,ATSTREET,ONSTREET,POSITION,ORIENTATION,SERVICEPLANNINGSTOPTYPE,SHELTER,INSERT_TIMESTAMP,SDE_ID,SIGNUPID,SUPERVISOR_DISTRICT,shape,Neighborhoods,SF Find Neighborhoods,Current Police Districts,Current Supervisor Districts,Analysis Neighborhoods
22035,Moscow St&Persia Ave N-NS,MSCWPER0,MSCWPERS,5703,37.719823,-122.42876,0,PERSIA AVE,MOSCOW ST,NS,N,FL,0,20210407104457,2395887,125,,POINT (-122.42875 37.71982),90,90,9,1,7
22080,Powell St&Market St NW-FS,POWLMRK1,POWLMRKT,6064,37.784635,-122.407785,0,MARKET ST,POWELL ST,NS,NW,,0,20210407104457,2395682,125,,POINT (-122.40777 37.78463),19,19,6,3,36
21181,Lombard St&Stockton St NE-NS/PS,LOMBSTO1,LOMBSTOK,5286,37.80328,-122.40963,0,STOCKTON ST,LOMBARD ST,NS,NE,,0,20210407104457,2394252,125,,POINT (-122.409615 37.803276),106,106,6,3,23
19394,23rd St&Wisconsin St NE-NS,23STWIS0,23STWISC,3457,37.75481,-122.39856,0,WISCONSIN ST,23RD ST,NS,NE,,0,20210407104457,2390517,125,,POINT (-122.398544 37.754807),54,54,2,9,26
22413,Post St&Leavenworth St SE-FS/BZ,POSTLEA1,POSTLEAV,6017,37.78745,-122.41459,0,LEAVENWORTH ST,POST ST,FS,SE,BZ,1,20210407104457,2396996,125,,POINT (-122.41457 37.787445),50,50,6,3,36
21436,Blanken Ave&Tunnel Ave SW-NS/SB,BLKNTUNL,BLKNTUNL,7012,37.71201,-122.40092,0,TUNNEL AVE,BLANKEN AVE,NS,NW,,0,20210407104457,2395237,125,,POINT (-122.40091 37.712006),89,89,2,9,1
22583,Union St&Hyde St SW-NS/BZ,UNINHYD1,UNINHYDE,6761,37.79912,-122.419151,0,HYDE ST,UNION ST,NS,SW,BZ,0,20210407104457,2396550,125,,POINT (-122.419136 37.799114),107,107,6,3,32
20201,Folsom St&25TH St SE-NS/PS,FOLS25S0,FOLS25ST,4681,37.750829,-122.413842,0,25TH ST,FOLSOM ST,NS,SE,,0,20210407104457,2392037,125,,POINT (-122.413826 37.750824),53,53,3,2,20
21050,Potrero Ave&Alameda St NW-FS/BZ,POTRALA0,POTRALAM,6043,37.768271,-122.407932,0,15TH ST,POTRERO AVE,NS,NW,,0,20210407104457,2393533,125,,POINT (-122.40792 37.768265),53,53,3,9,20
20409,1100 Lake Merced Blvd SE-NS/SB,L M 1101,L M 1100,4828,37.70913,-122.48498,0,UNNAMED 129,LAKE MERCED BLVD,NS,SE,,0,20210407104457,2392490,125,,POINT (-122.48497 37.709126),43,43,10,8,16
21239,Judah St&31st Ave SE-FS/RC,JUDA31AS,JUDA31AV,7092,37.76107,-122.48949,0,31ST AVE,JUDAH ST,FS,SE,,0,20210407104457,2393928,125,,POINT (-122.48948 37.761066),39,39,10,7,35
20964,Fulton St&10TH Ave SE-FS/BZ,FULT10A1,FULT10AV,4737,37.77325,-122.46761,0,10TH AVE,FULTON ST,FS,SE,BZ,1,20210407104457,2394098,125,,POINT (-122.4676 37.773247),9,9,8,4,12
22396,California St&25TH Ave SW-NS/BZ,CALI25A1,CALI25AV,3840,37.783808,-122.485286,0,25TH AVE,CALIFORNIA ST,NS,SW,BZ,1,20210407104457,2396968,125,,POINT (-122.485275 37.783802),8,8,8,4,29
19706,Cole St&Carl St SW-FS/BZ,COLECAR0,COLECARL,4092,37.76556,-122.44996,0,CARL ST,COLE ST,FS,SW,BZ,1,20210407104457,2391682,125,,POINT (-122.44994 37.765556),29,29,7,11,3
19463,9th Ave&Ortega St NW-NS/PS,.9AVORT0,9AVORTG,3226,37.752939,-122.465631,0,ORTEGA ST,9TH AVE,NS,NW,,0,20210407104457,2390694,125,,POINT (-122.465614 37.752934),44,44,10,8,14
22273,16th Street & Missouri St NW-FS/BZ,16STMIO1,,7768,37.766492,-122.397011,,MISSOURI ST,16TH ST,,,,,20210407104457,2397287,125,,POINT (-122.396996 37.766487),33,33,1,9,4
20932,Sunnydale Ave&Garrison Ave SW-NS,SUNYGAR0,SUNYGARR,6573,37.710981,-122.413024,0,ARGONAUT AVE,GARRISON AVE,NS,SW,,0,20210407104457,2394208,125,,POINT (-122.41301 37.710976),75,75,9,9,40
20756,3rd St&Kirkwood/La Salle S-FS,3ST KWL1,,7391,37.73765,-122.389734,0,KIRKWOOD AVE,03RD ST,,,,0,20210407104457,2393649,125,,POINT (-122.38972 37.737644),86,86,2,9,1
20004,Chenery St&Miguel St W-FS/PS,CHNYMIG0,CHNYMIGL,3972,37.73711,-122.42792,0,MIGUEL ST,CHENERY ST,FS,W,FL,0,20210407104457,2391910,125,,POINT (-122.42791 37.737106),59,59,9,5,10
21188,Newcomb Ave&Newhall St E-NS/SB,NEWCNEW1,NEWCNEWH,5490,37.736304,-122.391522,0,NEWHALL ST,NEWCOMB AVE,NS,E,,0,20210407104457,2394264,125,,POINT (-122.39151 37.736298),86,86,2,9,1
19507,Bosworth St&Lippard Ave NE-NS/PS,BOSWLIP1,BOSWLIPP,3698,37.733925,-122.435706,0,LIPPARD AVE,BOSWORTH ST,NS,NE,,0,20210407104457,2391173,125,,POINT (-122.43569 37.73392),96,96,9,5,10
20120,Judah St&12th Ave SW-NS/SI,JUDA12A1,JUDA12AV,5196,37.761988,-122.469526,0,12TH AVE,JUDAH ST,NS,SW,SI,0,20210407104457,2392385,125,,POINT (-122.46951 37.761982),109,109,10,8,14
22379,Van Ness Ave&No. Point St NW-NS/BZ,V.N.N.P1,V.N.N.PT,6820,37.805072,-122.42542,0,NORTH POINT ST,VAN NESS AVE,,SW,BZ,1,20210407104457,2396929,125,,POINT (-122.42541 37.805065),98,98,6,6,13
21668,Woodside Ave&Portola Dr W-NS/PS,WDSDPOR0,WDSDPORT,6938,37.745623,-122.452225,0,PORTOLA DR,WOODSIDE AVE,NS,W,FL,0,20210407104457,2395281,125,,POINT (-122.45221 37.745617),49,49,7,8,41
20814,Lincoln Way&29th Ave NW-FS/BZ,LWAY29A0,LWAY29AV,5318,37.765032,-122.488267,0,29TH AVE,LINCOLN WY,FS,NW,BZ,0,20210407104457,2393256,125,,POINT (-122.48825 37.765026),9,9,10,4,12
20026,Diamond St&Duncan St SE-NS/PS,DIAMDUNS,DIAMDUNC,4399,37.745471,-122.435693,0,DUNCAN ST,DIAMOND ST,NS,SE,,0,20210407104457,2391993,125,,POINT (-122.43568 37.745464),84,84,9,5,22
20226,Eddy St&Fillmore St NE-NS/BZ,EDDYFIL0,EDDYFILL,4475,37.7815,-122.432236,0,FILLMORE ST,EDDY ST,NS,NE,BZ,0,20210407104457,2392121,125,,POINT (-122.43222 37.781494),97,97,4,11,39
22280,Font Blvd & Juan Bautista Cir.,FONTJBAU,,7790,37.718477,-122.478691,0,JUAN BAUTISTA CIR,FONT BLVD,,,,,20210407104457,2397296,125,,POINT (-122.478676 37.71847),42,42,10,8,16
20101,Fillmore St&Sutter St SE-NS/BZ,FILLSUT1,FILLSUTT,4640,37.786051,-122.433244,0,SUTTER ST,FILLMORE ST,NS,SE,BZ,1,20210407104457,2392357,125,,POINT (-122.43323 37.786045),101,101,4,11,15
22189,Market St&Castro St W-FS/SB,MRKTCTRW,MRKTCTRO,5667,37.763022,-122.434979,0,,MARKET ST,FS,W,SI,0,20210407104457,2396054,125,,POINT (-122.43497 37.763016),28,28,7,5,5
20253,Geary Blvd&Van Ness Ave NW-FS/BB,GEARV.N0,GEARV.N.,4768,37.785745,-122.421575,0,VAN NESS AVE,GEARY BLVD,NS,NE,BZ,1,20210407104457,2392168,125,,POINT (-122.42156 37.78574),100,100,4,11,39
22472,Diamond Hts&DuncanSt NE-NS/PS,DHTSDUNC,DHTSDUNC,7229,37.746676,-122.443208,0,DIAMOND HEIGHTS BLVD,DIAMOND HEIGHTS BLVD,NS,NE,FL,0,20210407104457,2396311,125,,POINT (-122.44319 37.74667),57,57,3,5,22
22611,Balboa St&37TH Ave SW-NS/PS,BBOA37A1,BBOA37AV,3062,37.775647,-122.497419,0,37TH AVE,BALBOA ST,NS,SW,,0,20210407104457,2396638,125,,POINT (-122.497406 37.775642),8,8,8,4,29
22462,Ripley St&Alabama St SW-NS/PS,RIPLALA1,RIPLALAB,6209,37.74428,-122.41051,0,ALABAMA ST,RIPLEY ST,NS,SW,,0,20210407104457,2396286,125,,POINT (-122.4105 37.744274),83,83,9,2,2
21711,Sutter St&Kearny St NW-FS/BZ,SUTTKRN0,SUTTKRNY,6596,37.789818,-122.404378,0,KEARNY ST,SUTTER ST,FS,NW,BZ,0,20210407104457,2395766,125,,POINT (-122.404366 37.789814),19,19,6,3,8
21008,Sutter St&Divisadero St SE-FS/BZ,SUTTDIV1,SUTTDIVI,6590,37.785259,-122.43943,0,DIVISADERO ST,SUTTER ST,FS,SE,BZ,1,20210407104457,2393900,125,,POINT (-122.439415 37.785255),103,103,4,11,15
21987,Moscow St&Excelsior Ave E-NS/PS,MSCWEXCL,,7984,37.722717,-122.426454,,BRAZIL AVE,MOSCOW ST,,,,,20210407104457,2397186,125,,POINT (-122.42644 37.722713),90,90,9,1,7
22253,Ingalls St & Palou Ave NW-NS/PS,INGLPALU,,8066,37.729884,-122.383451,,PALOU AVE,INGALLS ST,NS,NW,,,20210407104457,2397256,125,,POINT (-122.38344 37.729877),86,86,2,9,1
21482,Arguello Blvd&Fulton St NE-FS/SB,ARGLFUL1,ARGLFULT,3648,37.774425,-122.458301,0,FULTON ST,ARGUELLO BLVD,FS,NE,,0,20210407104457,2394626,125,,POINT (-122.45829 37.77442),12,12,8,4,18
20669,Noe St&30th St NW-NS/PS,NOE 30S0,NOE 30ST,5738,37.74201,-122.43101,0,30TH ST,NOE ST,NS,NW,,1,20210407104457,2392960,125,,POINT (-122.431 37.742004),84,84,9,5,22
20222,Division St&Rhode Island St SW-NS,DIVNR I0,DIVNR IS,4437,37.76976,-122.403152,0,RHODE ISLAND ST,DIVISION ST,NS,SW,BZ,0,20210407104457,2392112,125,,POINT (-122.40314 37.769756),33,33,1,9,4
21133,24th St&South Van Ness Ave NE-NS,24STSOV0,24STSOVN,3483,37.752445,-122.416156,0,SOUTH VAN NESS AVE,24TH ST,NS,NE,,0,20210407104457,2394425,125,,POINT (-122.416145 37.75244),53,53,3,2,20
22336,Sunset Blvd&Moraga St SE-NS/SB,SUNSMOR1,SUNSMORA,6538,37.755162,-122.495263,0,MORAGA ST,SUNSET BLVD,NS,SE,,0,20210407104457,2396854,125,,POINT (-122.49525 37.755157),39,39,10,7,35
22619,Palou Ave&Ingalls St S-NS/SB,PALUING0,PALUINGL,5869,37.729733,-122.383578,0,INGALLS ST,PALOU AVE,NS,S,,0,20210407104457,2396652,125,,POINT (-122.38357 37.72973),86,86,2,9,1
21629,Mansell St&University St W-FS/PS,MANSUNI1,MANSUNIV,5353,37.718957,-122.411257,0,UNIVERSITY ST,MANSELL ST,FS,W,,0,20210407104457,2395111,125,,POINT (-122.41125 37.718952),73,73,9,9,19
19983,Divisadero St&Sutter St SW-FS/BZ,DIVISUTT,SUTTTERM,4435,37.78515,-122.439939,0,SUTTER ST,DIVISADERO ST,FS,SW,BZ,0,20210407104457,2391875,125,,POINT (-122.439926 37.785145),103,103,4,11,15
19347,18th St&Noe St NE-NS/PS,18STNOE1,18STNOE,3340,37.761094,-122.432688,0,NOE ST,18TH ST,NS,NE,,0,20210407104457,2390930,125,,POINT (-122.43268 37.76109),38,38,3,5,5
22415,415 Roosevelt Way SE-NS/SB,RSVTH410,RSVTH415,6231,37.764495,-122.443138,0,,ROOSEVELT WAY,NS,SE,,0,20210407104457,2396999,125,,POINT (-122.44312 37.76449),112,112,7,5,5
22121,20TH St&Pennsylvania St SW-NS/PS,20STPENO,,8046,37.760146,-122.393532,,MISSISSIPPI ST,20TH ST,,,,,20210407104457,2397413,125,,POINT (-122.39352 37.76014),54,54,2,9,26
20950,Mission St&7th St W-FS/BZ,MISS 7S0,MISS 7ST,5539,37.77897,-122.41135,0,7TH ST,MISSION ST,FS,W,BZ,1,20210407104457,2394047,125,,POINT (-122.41134 37.778965),32,32,1,10,34
20701,Golden Gate Ave&Polk St SE-FS/BZ,G G POL1,G G POLK,4242,37.78123,-122.41833,0,POLK ST,GOLDEN GATE AVE,FS,SE,BZ,0,20210407104457,2393637,125,,POINT (-122.41832 37.781223),21,21,5,10,36
21444,San Bruno Ave&Silver Ave E-NS/BZ,SBROSIL1,SBROSILV,6364,37.732384,-122.405523,0,HWY 101 S OFF RAMP,SAN BRUNO AVE,MB,E,BZ,0,20210407104457,2394833,125,,POINT (-122.40551 37.73238),91,91,2,2,25
19719,Columbus Ave&Jackson St OB SW-FS/BZ,COLMJAC0,COLMJACK,4110,37.79626,-122.40442,0,JACKSON ST,COLUMBUS AVE,FS,SW,BX,0,20210407104457,2391714,125,,POINT (-122.4044 37.796253),104,104,6,3,6
22638,16th Ave&Lawton St E-MI/SB,16AVLAW1,16AVLAWT,3272,37.75811,-122.47367,0,LAWTON ST,16TH AVE,MI,E,FL,0,20210407104457,2396687,125,,POINT (-122.473656 37.758106),44,44,10,8,14
21272,Rhode Island St&15th St SE-NS/SB,R IS15S1,R IS15ST,6188,37.767315,-122.402729,0,15TH ST,RHODE ISLAND ST,NS,SE,,1,20210407104457,2394381,125,,POINT (-122.40272 37.76731),33,33,1,9,4
22108,Brannan St and 9th ST NE-NS/SB,BRAN9TH1,,7955,37.770171,-122.406956,0,09TH ST,BRANNAN ST,,,,0,20210407104457,2397380,125,,POINT (-122.406944 37.770164),33,33,1,10,34
20132,Folsom St&9TH St E-FS/BZ,FOLS 9S1,FOLS 9ST,4663,37.773894,-122.411321,0,9TH ST,FOLSOM ST,FS,E,BZ,0,20210407104457,2392221,125,,POINT (-122.41131 37.773888),32,32,1,10,34
19997,Chicago Way&Naylor St S-NS/PS,CHGONAL0,CHGONALR,3963,37.709628,-122.432504,0,NAYLOR ST,CHICAGO WAY,NS,S,,0,20210407104457,2391900,125,,POINT (-122.43249 37.70962),58,58,9,1,7
21931,Fulton St&30TH Ave NW-FS/BZ,FULT30AV,,7728,37.772375,-122.489624,0,30TH AVE,FULTON ST,,,,,20210407104457,2397077,125,,POINT (-122.48961 37.77237),8,8,8,4,29
21074,California St&Van Ness Ave NE-FS/SI,CALIV_N1,,7142,37.790412,-122.422238,0,VAN NESS AVE,CALIFORNIA ST,,NE,,0,20210407104457,2394401,125,,POINT (-122.422226 37.790405),105,105,4,3,21
22066,Hampshire St&24th St SE-NS/SB,HAMP24S1,HAMP24ST,4964,37.752826,-122.407218,0,24TH ST,HAMPSHIRE ST,NS,SE,,0,20210407104457,2395942,125,,POINT (-122.4072 37.752823),53,53,3,2,20
21888,Revere Ave&Ingalls St W-NS,RVREING0,RVREINGL,6250,37.7285,-122.38469,0,INGALLS ST,REVERE AVE,NS,W,FL,0,20210407104457,2395741,125,,POINT (-122.384674 37.728497),86,86,2,9,1
20742,Geary Blvd&32ND Ave SE-FS/BZ,GEAR32A1,GEAR32AV,4275,37.779611,-122.491943,0,,,FS,SE,BZ,1,20210407104457,2393814,125,,POINT (-122.49193 37.779606),8,8,8,4,29
21929,Fulton St&18TH Ave,FULT18A3,,7721,37.772834,-122.476524,0,18TH AVE,FULTON ST,,,,0,20210407104457,2397073,125,,POINT (-122.47651 37.77283),9,9,8,4,12
20377,Judah St&19th Ave NE-NS/SI,JUDA19A0,JUDA19AV,5199,37.761743,-122.476921,0,19TH AVE,JUDAH ST,NS,NE,SI,0,20210407104457,2392394,125,,POINT (-122.476906 37.761738),109,109,10,7,14
22118,Winston Dr & Buckingham Way NW/FS-SB,WINSBUCK,,7807,37.728551,-122.479096,,BUCKINGHAM WAY,WINSTON DR,,,,,20210407104457,2397410,125,,POINT (-122.47908 37.728546),41,41,10,8,16
20090,Fillmore St&Jefferson St NE-FS/BZ,FILLJEF0,FILLJEFF,4625,37.805609,-122.437207,0,JEFFERSON ST,FILLMORE ST,FS,SW,BZ,0,20210407104457,2392343,125,,POINT (-122.437195 37.805603),17,17,4,6,13
22622,Schwerin St&Sunnydale Ave W-FS/PS,SHWNSUN0,SHWNSUNY,6387,37.71036,-122.41151,0,SUNNYDALE AVE,SCHWERIN ST,FS,W,,0,20210407104457,2396656,125,,POINT (-122.4115 37.710354),75,75,9,9,40
20819,Pacific Ave&Mason St NE-NS/SB,PACFMAS1,PACFMASN,5847,37.796378,-122.411619,0,MASON ST,PACIFIC AVE,NS,NE,,0,20210407104457,2393265,125,,POINT (-122.411606 37.79637),107,107,6,3,6
22676,Presidio Blvd&Simonds Loop SE-NS/SB,PRSDSIM1,PRSDSIMD,6106,37.796482,-122.451517,0,SIMONDS LOOP,PRESIDIO BLVD,NS,SE,,0,20210407104457,2396762,125,,POINT (-122.45151 37.79648),3,3,,6,27
22229,Powell St&Francisco St SE-NS/BZ,POWLFNC1,POWLFNCO,6056,37.80481,-122.41165,0,FRANCISCO ST,POWELL ST,NS,SE,BZ,1,20210407104457,2396144,125,,POINT (-122.41164 37.804806),106,106,6,3,23
21852,Balboa Park BART Station SW-MB/BZ,GNVABAR,GNVABART,4805,37.720952,-122.447379,0,I-280 N OFF RAMP,GENEVA AVE,MB,S,BZ,0,20210407104457,2395520,125,,POINT (-122.447365 37.720947),80,80,9,1,28
19571,25th Ave&Lake St NW-NS/SB,25AVLAKE,25AVLAKE,3502,37.785868,-122.485241,0,LAKE ST,25TH AVE,NS,NW,,0,20210407104457,2390980,125,,POINT (-122.48523 37.785862),1,1,8,6,33
21454,Garfield St&Byxbee St SW-NS/SB,GARFBXB0,,7325,37.719585,-122.469953,,BYXBEE ST,GARFIELD ST,,,,,20210407104457,2394866,125,,POINT (-122.46994 37.71958),64,64,10,1,24
20639,Kiska Rd&Ingalls St E-NS,KISKING0,KISKINGL,5242,37.731131,-122.379487,0,INGALLS ST,KISKA RD,NS,E,FL,0,20210407104457,2393198,125,,POINT (-122.37947 37.731125),78,78,2,9,1
19503,Bryant St&23RD St SW-FS/BB,BRYT23S0,BRYT23ST,3745,37.75415,-122.40932,0,23RD ST,BRYANT ST,FS,SW,BB,0,20210407104457,2391166,125,,POINT (-122.40931 37.754147),53,53,3,2,20
19423,3rd St&La Salle Ave NE-FS/BB,.3STLSA1,3STLSAL,3134,37.737213,-122.389803,0,LA SALLE AVE,3RD ST,NS,S,BZ,0,20210407104457,2390576,125,,POINT (-122.38979 37.73721),86,86,2,9,1
19320,14th Ave&Quintara St W-MI/PS,14AVQUI1,14AVQUIN,3247,37.74887,-122.47074,0,QUINTARA ST,14TH AVE,MI,W,,1,20210407104457,2390886,125,,POINT (-122.470726 37.748863),44,44,10,8,14
21574,Carl St&Cole St SW-NS,CARLCOL1,CARLCOLE,3911,37.765745,-122.450131,0,COLE ST,CARL ST,NS,SW,,1,20210407104457,2395595,125,,POINT (-122.45012 37.76574),29,29,7,11,3
22235,Sacramento St&Larkin St NW-FS/BZ,SACOLAR0,SACOLARK,6303,37.791721,-122.419531,0,LARKIN ST,SACRAMENTO ST,FS,NW,BZ,0,20210407104457,2396156,125,,POINT (-122.41952 37.791718),105,105,4,3,21
19803,Clement St&10TH Ave NW-FS/BZ,CLMT10A0,CLMT10AV,4045,37.7828,-122.469,0,10TH AVE,CLEMENT ST,FS,NW,BZ,1,20210407104457,2391396,125,,POINT (-122.46899 37.782795),5,5,8,4,11
19758,Castro St&18TH St SE-NS/BB,CTRO18S1,CTRO18ST,4314,37.760836,-122.434934,0,18TH ST,CASTRO ST,NS,SE,BB,0,20210407104457,2391608,125,,POINT (-122.43492 37.76083),38,38,3,5,5
19781,California St&16TH Ave NE-NS/BZ,CALI16A0,CALI16AV,3833,37.784386,-122.475229,0,16TH AVE,CALIFORNIA ST,NS,NE,BZ,0,20210407104457,2391364,125,,POINT (-122.47521 37.78438),2,2,8,4,29
22483,Felton St&Harvard St SW-NS,FELTHRV1,FELTHRVD,4588,37.72586,-122.42046,0,HARVARD ST,FELTON ST,NS,SW,FL,0,20210407104457,2396326,125,,POINT (-122.42045 37.725857),92,92,9,2,7
21225,90 Parkridge Dr W-MB/SB,PRDGP 90,PRDGP 90,6087,37.752351,-122.446084,0,,PARKRIDGE DR,MB,W,,0,20210407104457,2394814,125,,POINT (-122.44607 37.752346),51,51,7,5,38
22197,Northridge Rd&Harbor Rd SE-NS,NRDGHRB0,NRDGHRBR,5767,37.730978,-122.377013,0,HARBOR RD,NORTHRIDGE RD,NS,SE,FL,0,20210407104457,2396082,125,,POINT (-122.377 37.730972),78,78,2,9,1
22081,Point Lobos Ave&44th Ave NE-NS/SB,PTLO44A0,PTLO44AV,6111,37.779837,-122.50501,0,44TH AVE,POINT LOBOS AVE,NS,NE,,0,20210407104457,2395684,125,,POINT (-122.505 37.77983),6,6,8,4,29
22445,Powell St&Bush St E-MI,POWLBUS0,POWLBUSH,6047,37.790158,-122.408711,0,BUSH ST,POWELL ST,MI,E,,0,20210407104457,2396234,125,,POINT (-122.4087 37.790154),19,19,6,3,8
21723,Columbus Ave&Lombard St NW-NS/FL,COLMLOMN,,7181,37.80283,-122.413978,0,LOMBARD ST,COLUMBUS AVE,,N,,0,20210407104457,2395804,125,,POINT (-122.41396 37.802826),107,107,6,3,32
22050,Sacramento St&Sproule Ln NE-NS/PS,SACOSPR0,SACOSPRL,6315,37.792673,-122.411864,0,SPROULE LN,SACRAMENTO ST,NS,NE,,0,20210407104457,2395906,125,,POINT (-122.41185 37.792667),16,16,6,3,21
19309,16th Ave&Ortega St SE-NS/PS,16AVORT1,16AVORTG,3279,37.7524,-122.47309,0,ORTEGA ST,16TH AVE,NS,SE,FL,0,20210407104457,2390855,125,,POINT (-122.473076 37.752396),44,44,10,8,14
20145,Fillmore St&Chestnut St NW-NS/BZ,FILLCHE0,FILLCHES,4609,37.800891,-122.436469,0,CHESTNUT ST,FILLMORE ST,NS,NW,BZ,1,20210407104457,2392241,125,,POINT (-122.436455 37.800884),17,17,4,6,13
21532,Sunset Blvd&Taraval St NW-NS/SB,SUNSTAR0,SUNSTARA,6555,37.742349,-122.494545,0,TARAVAL ST,SUNSET BLVD,NS,NW,,1,20210407104457,2394971,125,,POINT (-122.49453 37.742344),39,39,10,7,35
21035,O'Farrell St&Van Ness Ave SW-NS/BZ,OFARV.N1,OFARV.N.,5818,37.784657,-122.421415,0,VAN NESS AVE,OFARRELL ST,NS,SW,BB,1,20210407104457,2393510,125,,POINT (-122.4214 37.784653),100,100,4,11,39
22257,Ocean Ave & I-280 on-ramp NE-NS/SB,OCENI280,,7804,37.723031,-122.446932,,SAN JOSE AVE,OCEAN AVE,,,,,20210407104457,2397261,125,,POINT (-122.44692 37.723026),94,94,9,1,28
19958,Fulton St&37TH Ave SE-FS/BZ,FULT37A1,FULT37AV,4215,37.77192,-122.49679,0,37TH AVE,FULTON ST,FS,SE,BZ,1,20210407104457,2391834,125,,POINT (-122.49678 37.771915),9,9,8,4,12
19527,42nd Ave&Clement St SE-NS/PS,42AVCLM0,42AVCLMT,3566,37.781087,-122.502994,0,CLEMENT ST,42ND AVE,NS,SE,,0,20210407104457,2391205,125,,POINT (-122.50298 37.781082),8,8,8,4,29
20857,Still St&Lyell St NE-NS/PS,STILLYE1,STILLYEL,6509,37.731837,-122.431319,0,LYELL ST,STILL ST,NS,NE,FL,0,20210407104457,2393976,125,,POINT (-122.431305 37.73183),94,94,9,5,28
19494,14th St&Sanchez St NE-NS/PS,14STSNC1,,3260,37.76767,-122.431105,0,SANCHEZ ST,14TH ST,NS,NE,FL,0,20210407104457,2391157,125,,POINT (-122.43109 37.767666),28,28,7,5,5
19787,Cordova St&Winding Way SE-NS/SB,CORDWWA1,CORDWWAY,4139,37.709504,-122.434588,0,CHICAGO WAY,CORDOVA ST,NS,SE,,0,20210407104457,2391376,125,,POINT (-122.43458 37.7095),58,58,9,1,7
19212,1697 7th Ave SW-FS/SB,.7AV1690,7AV1697,3188,37.756597,-122.463741,0,,7TH AVE,FS,SW,,0,20210407104457,2390726,125,,POINT (-122.46373 37.75659),44,44,7,8,14
21558,Cabrillo St&47TH Ave NE-NS/PS,CBRO47A0,CBRO47AV,3924,37.773421,-122.507767,0,47TH AVE,CABRILLO ST,NS,NE,,0,20210407104457,2395570,125,,POINT (-122.50775 37.773415),8,8,8,4,29
22075,Sansome St&Vallejo St NE-FS/BZ,SANSVAL1,SANSVALL,6336,37.79967,-122.4024,0,VALLEJO ST,SANSOME ST,FS,NE,BZ,0,20210407104457,2395672,125,,POINT (-122.40239 37.799664),77,77,6,3,8
20607,Naples St&Athens St E-FS/PS,NAPLATH1,NAPLATHN,5474,37.712457,-122.437347,0,ATHENS ST,NAPLES ST,FS,E,,1,20210407104457,2393357,125,,POINT (-122.43733 37.712452),58,58,9,1,7
20324,Legion of Honor SE-NS/BZ,LEG.HON1,LEG.HON.,4873,37.785015,-122.499592,0,EL CAMINO DEL MAR,LEGION OF HONOR DR,NS,SE,BZ,1,20210407104457,2392746,125,,POINT (-122.49958 37.78501),7,7,8,4,17
20066,Folsom St&Tompkins Ave NE-FS/PS,FOLSTPK0,FOLSTPKN,4700,37.73718,-122.41344,0,TOMPKINS ST,FOLSOM ST,FS,NE,,0,20210407104457,2392312,125,,POINT (-122.41343 37.737175),83,83,9,2,2
21891,Revere Ave&Lane St W-NS,RVRELAN0,RVRELANE,6254,37.73169,-122.39029,0,LANE ST,REVERE AVE,NS,W,FL,0,20210407104457,2395744,125,,POINT (-122.390274 37.731686),86,86,2,9,1
21961,Dakota St&23RD St NE-NS/PS,DAKO23ST,,7546,37.754705,-122.396572,0,23RD ST,DAKOTA ST,,,,0,20210407104457,2397139,125,,POINT (-122.39656 37.7547),54,54,2,9,26
19260,17th St&Noe St *-MI,17ST.NO0,17ST.NOE,3318,37.762645,-122.432991,0,NOE ST,17TH ST,MI,**,,0,20210407104457,2390851,125,,POINT (-122.432976 37.76264),38,38,3,5,5
21682,Pacific Ave&Polk St NE-NS/BZ,PACFPOL1,PACFPOLK,5850,37.795114,-122.42148,0,POLK ST,PACIFIC AVE,NS,NE,,1,20210407104457,2395316,125,,POINT (-122.42146 37.79511),105,105,4,3,32
22402,Sloat Blvd&Vale Ave NE-NS/BZ,SLOAVAL0,SLOAVALE,6463,37.734483,-122.483955,0,VALE AVE,SLOAT BLVD,NS,NE,BZ,0,20210407104457,2396975,125,,POINT (-122.48394 37.734478),40,40,10,7,35
22428,Bush St&Sansome St S-MB/SB,BUSHSANS,,7302,37.791066,-122.400949,0,SANSOME ST,BUSH ST,,,,0,20210407104457,2396188,125,,POINT (-122.40093 37.79106),108,108,6,3,8
22560,Pine St&Battery St NW-FS/BZ,PINEBAT0,PINEBATT,5941,37.792288,-122.400088,0,BATTERY ST,PINE ST,FS,NW,BZ,0,20210407104457,2396492,125,,POINT (-122.40008 37.792282),108,108,6,3,8
21180,Oakdale Ave&Barneveld Ave SW-NS/BZ,OAKDBAR1,OAKDBARN,5774,37.741885,-122.403341,0,BARNEVELD AVE,OAKDALE AVE,NS,W,,0,20210407104457,2394251,125,,POINT (-122.40333 37.74188),82,82,2,9,1
21310,19th Ave&Winston Dr NE-FS/SB,19AVWIN1,19AVWINS,3402,37.72719,-122.47468,0,WINSTON DR,19TH AVE,FS,NE,FL,1,20210407104457,2394684,125,,POINT (-122.47467 37.727184),41,41,10,8,41
22010,Pennsylvania AVE & 23 ST NS NW,PENN23S0,,7523,37.755158,-122.393008,0,23RD ST,PENNSYLVANIA AVE,,,,0,20210407104457,2397228,125,,POINT (-122.393 37.755154),54,54,2,9,26
